file	line	occurrences	classification
SpaceGram/Enhancements/Settings/NagramRegexFilters.swift	486	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramRegexFilters.swift	487	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramRegistrationDate.swift	3	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramRegistrationDate.swift	15	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramRegistrationDate.swift	17	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramRegistrationDate.swift	21	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramRegistrationDate.swift	22	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramRegistrationDate.swift	40	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramRegistrationDate.swift	47	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramRegistrationDate.swift	120	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramRegistrationDate.swift	124	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramRegistrationDate.swift	131	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramRegistrationDate.swift	150	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	3	1	comment / rebase marker / provenance
SpaceGram/Enhancements/Settings/NagramSettings.swift	4	1	comment / rebase marker / provenance
SpaceGram/Enhancements/Settings/NagramSettings.swift	8	1	comment / rebase marker / provenance
SpaceGram/Enhancements/Settings/NagramSettings.swift	10	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	21	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	35	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	40	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	65	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	71	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	77	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	82	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	87	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	107	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	117	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	144	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	145	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	150	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	151	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	155	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	164	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	169	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	174	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	179	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	182	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	185	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	188	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	191	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	194	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	197	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	200	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	203	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	206	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	209	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	212	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	215	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	218	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	221	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	224	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	227	3	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	230	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	235	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	237	1	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	324	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	327	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	330	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	333	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	336	3	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	339	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	342	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	345	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	348	2	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	351	3	active code / compatibility or external contract
SpaceGram/Enhancements/Settings/NagramSettings.swift	354	2	active code / compatibility or external contract
